City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
475,Norman Wells,CA,65.28,-126.83,5.0,71,75,10.29,broken clouds
476,Ceres,US,37.59,-120.96,69.01,58,1,3.4,haze
477,Kapuskasing,CA,49.42,-82.43,32.0,97,100,14.99,light rain
478,General Roca,AR,-39.03,-67.58,86.0,23,0,5.82,clear sky
479,Cayenne,GF,4.93,-52.33,87.8,62,95,14.99,overcast clouds
480,Newcastle,AU,-32.93,151.78,60.8,87,90,8.05,overcast clouds
481,Hegang,CN,47.4,130.37,29.23,90,0,6.73,clear sky
482,Alice Springs,AU,-23.7,133.88,73.4,21,0,10.29,clear sky
483,Khudumelapye,BW,-23.88,24.75,74.41,55,67,5.68,moderate rain
484,Lere,NG,10.39,8.57,74.52,35,29,4.74,scattered clouds
485,Xingcheng,CN,40.62,120.72,43.02,48,48,3.18,scattered clouds
486,Ishigaki,JP,24.34,124.16,77.09,75,16,17.0,few clouds
487,Cuamba,MZ,-14.8,36.54,75.81,63,93,4.5,overcast clouds
488,Isangel,VU,-19.55,169.27,75.27,83,9,14.03,clear sky
489,Acarau,BR,-2.89,-40.12,87.01,61,20,18.88,few clouds
490,Acajutla,SV,13.59,-89.83,86.0,51,20,8.05,few clouds
491,Kaili,ID,-3.46,120.21,68.23,94,95,2.1,moderate rain
492,Tongliao,CN,43.61,122.27,30.76,72,0,8.25,clear sky
493,Dubbo,AU,-32.25,148.62,51.8,81,0,9.17,clear sky
494,Norden,DE,53.6,7.2,60.01,93,90,13.87,overcast clouds
495,Salisbury,GB,51.07,-1.8,61.0,100,100,25.28,mist
496,Dogondoutchi,NE,13.64,4.03,89.17,12,22,6.22,few clouds
497,Tynda,RU,55.17,124.72,5.74,88,100,9.44,overcast clouds
498,Kapit,MY,2.02,112.93,74.77,93,100,0.87,overcast clouds
499,Vila Velha,BR,-20.33,-40.29,77.0,57,75,18.34,broken clouds
500,Lensk,RU,60.73,114.93,-0.51,90,0,4.34,clear sky
501,Lasa,IT,46.62,10.7,50.0,66,75,2.24,broken clouds
502,Meulaboh,ID,4.14,96.13,76.98,87,98,3.24,light rain
503,Hammerfest,NO,70.66,23.68,41.0,75,0,16.11,clear sky
504,Zheleznodorozhnyy,RU,55.75,38.0,39.2,100,90,11.18,moderate rain
505,Marrakesh,MA,31.63,-8.01,80.6,24,0,6.93,clear sky
506,Kirakira,SB,-10.45,161.92,79.68,79,85,5.14,overcast clouds
507,Port Hueneme,US,34.15,-119.2,73.99,72,1,4.7,clear sky
508,Mizdah,LY,31.45,12.98,66.79,54,81,8.57,broken clouds
509,Leh,IN,34.17,77.58,31.96,65,51,3.44,broken clouds
510,Alyangula,AU,-13.85,136.42,64.4,93,14,3.36,few clouds
511,Palmer,US,42.16,-72.33,54.0,57,75,9.17,broken clouds
512,Maralal,KE,1.1,36.7,65.07,67,51,15.68,broken clouds
513,Sukumo,JP,32.93,132.73,65.44,87,92,4.41,moderate rain
514,Champerico,GT,14.3,-91.92,86.0,70,75,9.17,broken clouds
515,Glamoc,BA,44.05,16.85,57.99,63,87,1.97,overcast clouds
516,Daura,NG,11.55,11.41,84.09,23,60,9.06,broken clouds
517,Bay Roberts,CA,47.6,-53.26,41.0,63,12,8.01,few clouds
518,Kerouane,GN,9.27,-9.02,78.35,55,0,2.13,clear sky
519,Belyy Yar,RU,53.6,91.39,28.4,92,80,6.71,broken clouds
520,Teya,RU,60.38,92.63,34.39,90,100,12.33,overcast clouds
521,Tigre,AR,-34.43,-58.58,75.99,49,20,11.41,few clouds
522,Berea,US,41.37,-81.85,45.0,86,90,16.11,light rain
523,Los Llanos De Aridane,ES,28.66,-17.92,82.4,30,0,8.05,clear sky
524,Jinxiang,CN,27.43,120.61,66.11,85,2,8.68,clear sky
525,Morondava,MG,-20.28,44.28,78.64,80,50,13.85,scattered clouds
526,Luderitz,NA,-26.65,15.16,68.11,46,15,13.29,few clouds
527,Poso,ID,-1.4,120.75,82.99,71,100,3.38,overcast clouds
528,La Palma,US,33.85,-118.05,75.0,63,75,2.66,haze
529,Dzhebariki-Khaya,RU,62.22,135.8,-10.55,88,0,1.83,clear sky
530,Payo,ID,-3.75,103.64,72.18,95,96,1.97,overcast clouds
531,La Ronge,CA,55.1,-105.28,35.6,69,100,6.93,overcast clouds
532,Kjollefjord,NO,70.95,27.35,37.4,84,0,26.4,light rain
533,Makaleng,BW,-20.9,27.28,71.6,60,40,16.11,scattered clouds
534,Manta,EC,-0.95,-80.73,82.4,65,40,10.29,scattered clouds
535,Maneadero,MX,31.72,-116.57,82.0,9,43,4.0,scattered clouds
536,Marsh Harbour,BS,26.54,-77.06,81.36,79,5,12.28,clear sky
537,Pochutla,MX,15.74,-96.47,91.0,60,20,4.94,few clouds
538,Riverton,US,40.52,-111.94,57.99,43,1,3.36,clear sky
539,Aden,YE,12.78,45.04,82.58,61,0,17.27,clear sky
540,Sapa,PH,5.15,120.32,81.41,81,100,12.35,moderate rain
541,Mackay,AU,-21.15,149.2,70.0,94,40,3.36,scattered clouds
542,Kingisepp,RU,59.37,28.61,37.87,92,0,7.58,clear sky
543,Hohhot,CN,40.81,111.65,32.0,73,0,2.24,clear sky
544,Atar,MR,20.52,-13.05,89.94,12,99,11.39,overcast clouds
545,Xining,CN,36.62,101.77,32.5,80,34,1.63,scattered clouds
546,Coahuayana,MX,18.73,-103.68,92.48,48,27,3.62,scattered clouds
547,Xuddur,SO,4.12,43.89,76.69,77,39,9.22,moderate rain
548,Trelew,AR,-43.25,-65.31,95.09,10,0,12.5,clear sky
549,Fortuna,US,40.6,-124.16,59.0,62,1,3.2,clear sky
550,Ust-Uda,RU,54.17,103.03,15.42,88,0,3.44,clear sky
551,Komsomolskiy,UZ,40.43,71.72,50.0,31,43,4.7,mist
552,Raudeberg,NO,61.99,5.14,51.01,72,100,24.65,light rain
553,Hrebinka,UA,50.12,32.44,46.62,91,100,8.1,overcast clouds
554,Sinop,TR,41.77,34.87,53.6,62,75,8.05,broken clouds
555,Camopi,GF,3.17,-52.32,90.48,53,51,5.41,light rain
556,Ayr,GB,55.46,-4.63,51.8,87,75,19.46,broken clouds
557,Dunmore Town,BS,25.5,-76.65,81.95,77,0,10.13,clear sky
558,Litovko,RU,49.24,135.17,33.89,90,75,4.7,broken clouds
559,Tomatlan,MX,19.93,-105.25,91.99,53,37,3.56,scattered clouds
560,Embonas,GR,36.23,27.86,71.6,53,20,18.34,few clouds
561,Liverpool,GB,53.41,-2.98,60.01,93,75,17.22,light intensity shower rain
562,Arlit,NE,18.74,7.39,82.0,17,78,18.84,broken clouds
563,Flinders,AU,-34.58,150.86,60.01,83,43,1.99,scattered clouds
564,Luena,AO,-11.78,19.92,73.56,46,74,2.75,broken clouds
565,Mudanya,TR,40.38,28.88,53.6,81,0,4.54,clear sky
566,Pingdu,CN,36.78,119.95,46.4,75,0,2.24,clear sky
567,Saint-Denis,FR,48.92,2.33,64.99,88,90,16.11,overcast clouds
568,Hambantota,LK,6.12,81.12,79.63,83,14,9.46,few clouds
569,Beringovskiy,RU,63.05,179.32,22.93,96,100,4.59,overcast clouds
570,Takaka,NZ,-40.85,172.8,53.01,80,100,3.13,moderate rain
571,Asau,RO,46.43,26.4,46.4,81,75,8.05,broken clouds
572,Capao Da Canoa,BR,-29.75,-50.01,66.79,65,20,10.78,few clouds
573,Homer,US,59.64,-151.55,24.01,45,1,17.22,clear sky
574,Bandipur,NP,27.93,84.42,60.03,88,53,2.04,broken clouds
575,Zhicheng,CN,30.3,111.5,57.0,70,100,5.88,light rain
576,Gidam,IN,18.98,81.4,68.59,84,6,2.48,clear sky
577,Uberaba,BR,-19.75,-47.93,82.4,42,75,10.29,broken clouds
578,Khasan,RU,42.43,130.64,43.59,60,5,15.03,clear sky
579,Bac Lieu,VN,9.29,105.72,78.64,86,100,7.7,overcast clouds
580,Gizo,SB,-8.1,156.84,82.89,76,51,7.67,light rain
581,Alcaniz,ES,41.05,-0.13,61.0,68,89,4.0,overcast clouds
582,Kavaratti,IN,10.57,72.64,82.24,70,0,4.21,clear sky
583,Khani,GE,41.96,42.96,60.8,93,75,5.82,light rain
584,Khipro,PK,25.83,69.38,76.05,17,0,5.44,clear sky
585,Sitka,US,57.05,-135.33,46.4,87,90,6.93,light rain
586,Tagusao,PH,9.19,117.81,80.6,79,100,8.16,overcast clouds
587,Cabo San Lucas,MX,22.89,-109.91,88.0,40,3,7.0,clear sky
588,Vila,PT,42.03,-8.16,62.01,92,100,7.0,overcast clouds
589,Volosovo,RU,59.43,29.48,30.2,100,90,8.95,fog
590,Tamandare,BR,-8.76,-35.1,81.64,71,85,12.93,overcast clouds
591,Avera,US,33.19,-82.53,66.99,88,40,5.82,scattered clouds
592,Mpongwe,ZM,-13.51,28.16,72.37,43,65,6.08,broken clouds
593,Marsa Matruh,EG,31.35,27.25,70.63,60,61,9.31,broken clouds
594,Walvis Bay,NA,-22.96,14.51,57.2,82,63,9.17,broken clouds
595,Vestmannaeyjar,IS,63.44,-20.27,39.2,80,0,14.99,clear sky
596,Manggar,ID,-2.88,108.27,78.96,84,98,4.45,light rain
597,Srednekolymsk,RU,67.45,153.68,-4.02,92,83,7.99,broken clouds
598,Troitsko-Pechorsk,RU,62.71,56.2,23.11,98,48,4.74,scattered clouds
599,Hami,CN,42.8,93.45,36.28,69,0,3.98,clear sky
600,Bubaque,GW,11.28,-15.83,84.33,72,0,11.68,clear sky
601,Bantry,IE,51.68,-9.45,57.2,93,90,3.36,overcast clouds
602,San Policarpo,PH,12.18,125.51,77.9,87,88,4.83,overcast clouds
603,Pagudpud,PH,18.56,120.79,79.38,86,100,21.81,overcast clouds
604,Hirekerur,IN,14.47,75.38,70.47,77,17,2.19,few clouds
605,Sisimiut,GL,66.94,-53.67,27.97,96,100,8.3,snow
606,La Paz,BO,-16.5,-68.15,66.2,32,40,6.93,scattered clouds
607,Novobirilyussy,RU,56.95,90.67,33.62,91,100,10.69,overcast clouds
608,Ust-Nera,RU,64.57,143.2,-14.21,80,47,4.9,scattered clouds
609,Dolovo,RS,44.9,20.88,48.2,93,53,2.24,mist
610,Skaudvile,LT,55.42,22.62,43.27,94,2,9.44,clear sky
611,Dancheng,CN,33.63,115.18,56.34,36,63,2.35,light rain
612,Sivas,TR,39.79,37.0,46.4,70,75,9.17,broken clouds
613,Salaga,GH,8.55,-0.52,85.98,49,84,2.8,broken clouds
614,Stara Synyava,UA,49.6,27.62,45.37,83,100,10.8,overcast clouds
615,Caluquembe,AO,-13.78,14.68,68.13,67,90,1.54,light rain
616,Sao Joao Da Barra,BR,-21.64,-41.05,73.4,73,75,16.11,broken clouds
617,Broome,US,42.25,-75.83,46.99,87,90,13.87,light rain
618,Ust-Shonosha,RU,61.15,41.34,28.42,97,0,3.02,clear sky
619,Adrar,MR,20.5,-10.07,85.46,14,98,9.06,overcast clouds
620,Ndende,GA,-2.4,11.36,74.08,93,100,2.71,light rain
621,Erzin,TR,36.96,36.2,73.99,66,53,0.63,broken clouds
622,Morgan City,US,29.7,-91.21,71.01,56,1,12.75,clear sky
623,Tura,IN,25.52,90.22,70.38,96,51,2.91,broken clouds
624,Alindao,CF,5.03,21.21,73.04,91,98,2.21,overcast clouds
625,Cabedelo,BR,-6.98,-34.83,86.0,66,40,11.41,scattered clouds
626,Shimoda,JP,34.67,138.95,54.0,82,94,2.53,overcast clouds
627,Nesbyen,NO,60.57,9.1,37.99,96,100,4.0,light rain
628,Pampa,US,35.54,-100.96,59.0,35,1,8.05,clear sky
629,Ayan,RU,56.45,138.17,27.1,98,100,23.62,snow
630,Merauke,ID,-8.47,140.33,79.56,82,93,12.17,overcast clouds
631,Bansi,IN,27.18,82.93,71.69,38,2,6.13,clear sky
632,Sergeyevka,KZ,53.88,67.42,34.81,88,83,8.1,broken clouds
633,Bodden Town,KY,19.28,-81.25,87.8,70,20,20.8,few clouds
634,Mana,GF,5.66,-53.78,86.85,62,100,12.06,overcast clouds
635,Buraydah,SA,26.33,43.98,77.0,31,0,3.36,clear sky
636,Tambovka,RU,50.1,128.05,23.0,92,75,8.95,light shower snow
637,Waipawa,NZ,-41.41,175.52,57.2,82,68,16.11,broken clouds
638,Monroe,US,43.15,-77.68,52.0,71,90,21.92,light rain
639,Praia Da Vitoria,PT,38.73,-27.07,68.0,93,75,20.11,light intensity drizzle rain
640,Pak Phanang,TH,8.35,100.2,79.92,83,77,5.41,broken clouds
641,Port Macquarie,AU,-31.43,152.92,64.0,74,75,1.99,broken clouds
642,Naron,ES,43.52,-8.15,68.0,92,100,15.99,overcast clouds
643,Sinnamary,GF,5.38,-52.95,85.35,67,100,11.41,overcast clouds
644,Robertson,US,36.52,-86.87,60.8,33,1,13.87,clear sky
645,Badvel,IN,14.75,79.05,76.26,72,12,2.28,few clouds
646,Oistins,BB,13.07,-59.53,86.0,74,75,17.22,shower rain
647,Harpalpur,IN,25.29,79.33,70.48,22,31,3.53,scattered clouds
648,Sambava,MG,-14.27,50.17,73.92,69,72,13.56,broken clouds
649,Mgandu,TZ,-5.95,34.13,72.25,47,65,9.24,broken clouds
650,Port-Cartier,CA,50.03,-66.87,37.99,64,98,10.29,overcast clouds
651,Podosinovets,RU,60.28,47.07,27.16,97,13,3.27,few clouds
652,Sechura,PE,-5.56,-80.82,76.98,50,67,10.92,broken clouds
653,Kribi,CM,2.95,9.92,79.36,81,95,5.17,overcast clouds
654,Varkkallai,IN,8.73,76.71,84.2,74,40,1.83,mist
655,San Juan,AR,-31.54,-68.54,87.53,13,0,6.6,clear sky
656,Vostok,RU,46.49,135.88,29.95,99,98,2.8,overcast clouds
657,Aktau,KZ,43.65,51.2,48.2,42,0,4.47,clear sky
658,Tommot,RU,58.96,126.29,-9.13,89,93,1.41,overcast clouds
659,Honiara,SB,-9.43,159.95,73.4,100,40,3.36,scattered clouds
660,Kampot,KH,10.62,104.18,77.0,94,20,3.0,few clouds
661,Laguna,US,38.42,-121.42,64.4,51,1,3.36,clear sky
662,Krasnyy Oktyabr,RU,56.12,38.88,39.94,90,100,8.97,light rain
663,Uyuni,BO,-20.46,-66.83,59.74,19,0,13.62,clear sky
664,Shingu,JP,33.73,135.98,58.6,88,2,5.48,clear sky
665,Barinas,VE,8.62,-70.21,77.76,83,100,3.87,overcast clouds
666,Mayumba,GA,-3.43,10.66,75.27,91,100,1.19,overcast clouds
667,Bilibino,RU,68.05,166.44,4.59,83,100,0.92,overcast clouds
668,Jinchang,CN,38.5,102.17,40.66,57,90,4.09,overcast clouds
669,Hun,LY,29.13,15.95,64.8,51,30,8.81,scattered clouds
670,Buala,SB,-8.14,159.59,80.62,78,97,2.93,light rain
671,Luganville,VU,-15.53,167.17,78.26,83,33,11.01,light rain
672,Puerto Madryn,AR,-42.77,-65.04,86.97,16,0,22.17,clear sky
673,Fowa,NG,8.92,6.4,82.54,39,71,2.3,broken clouds
674,La Seyne-Sur-Mer,FR,43.1,5.88,57.99,86,42,6.82,scattered clouds
675,Usinsk,RU,65.99,57.53,27.99,97,91,13.33,light snow
676,Kamina,CD,-8.74,24.99,68.0,84,32,4.14,scattered clouds
677,Pilar,BR,-9.6,-35.96,87.8,62,40,12.75,scattered clouds
678,Pinkafeld,AT,47.37,16.12,52.0,95,100,0.78,light rain
679,Liku,ID,-0.73,119.89,76.33,82,100,0.45,moderate rain
680,Ust-Ilimsk,RU,58.0,102.66,15.75,85,11,6.33,few clouds
681,Tautira,PF,-17.73,-149.15,80.6,74,75,2.24,shower rain
682,Dryden,CA,49.78,-92.75,21.2,57,20,9.17,few clouds
683,Ternate,ID,0.8,127.4,81.45,79,96,5.77,overcast clouds
684,Arrifes,PT,37.77,-25.7,69.8,94,75,16.11,broken clouds
685,Nova Olimpia,BR,-14.8,-57.29,90.46,41,26,6.8,scattered clouds
686,Lugovoy,KZ,42.95,72.76,45.01,49,19,4.29,few clouds
687,Diu,IN,20.71,70.98,78.87,57,11,5.48,few clouds
688,Evinayong,GQ,1.44,10.55,69.12,98,95,2.62,light rain
689,Skagen,DK,57.72,10.58,54.0,87,100,27.0,overcast clouds
690,Wiarton,CA,44.74,-81.13,37.4,75,90,16.11,light rain
691,Laje,BR,-10.18,-40.97,77.99,67,100,2.3,moderate rain
692,Rawson,AR,-43.3,-65.1,88.14,13,0,8.3,clear sky
693,Benghazi,LY,32.12,20.07,71.06,63,3,12.26,clear sky
694,Agadir,MA,30.42,-9.6,73.4,38,0,11.41,clear sky
695,Burnie,AU,-41.07,145.92,48.99,88,91,3.0,overcast clouds
696,Jiuquan,CN,39.74,98.52,35.31,72,1,2.17,clear sky
697,Imbituba,BR,-28.24,-48.67,71.6,49,40,18.34,scattered clouds
698,Cotonou,BJ,6.37,2.42,84.2,79,40,12.75,scattered clouds
699,Karasjok,NO,69.47,25.51,39.2,80,0,26.4,clear sky
700,Envira,BR,-7.3,-70.22,88.16,48,89,3.47,overcast clouds
701,Kajaani,FI,64.23,27.73,42.8,87,90,12.75,overcast clouds
702,Talcahuano,CL,-36.72,-73.12,55.4,82,90,6.93,overcast clouds
703,Awbari,LY,26.59,12.78,65.79,48,0,8.48,clear sky
704,Pangnirtung,CA,66.15,-65.71,17.6,67,75,8.05,shower rain
705,Puerto Del Rosario,ES,28.5,-13.86,71.6,83,20,13.87,few clouds
706,Xuanhua,CN,40.61,115.04,38.37,62,26,8.55,scattered clouds
707,Trairi,BR,-3.28,-39.27,86.56,61,21,14.83,few clouds
708,Vardo,NO,70.37,31.11,39.2,80,75,28.86,broken clouds
709,Rurrenabaque,BO,-14.44,-67.53,93.2,44,20,13.87,few clouds
710,Spirovo,RU,57.42,34.98,32.36,97,47,5.97,scattered clouds
711,Chicama,PE,-7.84,-79.15,64.4,82,90,11.41,mist
712,Puno,PE,-15.83,-70.03,64.4,17,0,5.82,clear sky
713,Churapcha,RU,62.0,132.43,-17.68,88,21,2.04,few clouds
714,Vao,NC,-22.67,167.48,74.05,85,55,18.72,broken clouds
715,Touros,BR,-5.2,-35.46,86.0,62,40,16.11,scattered clouds
716,Tarko-Sale,RU,64.92,77.78,30.13,98,95,18.41,overcast clouds
